id	type	Não Ambíguo	Testável	Prioritizável	Valioso	Entendível	Conciso	Consistente	Completo	Negociável	Factível	Independente	Estimável	Atômico	Pequeno
prioridade/BDD	N / ACC+n	0	0	30	0	0	0	0	0	3	0	0	0	0	0
indicações/BDD	? / ?	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ambíguo/Use case	? / ?	64	0	0	0	0	0	0	0	0	0	0	0	0	0
pequeno/Definitions	ADJ / SC+adj	0	0	0	0	0	0	0	0	0	0	0	0	0	12
abstração/BDD	? / ?	0	5	0	0	0	0	0	0	0	0	0	0	0	0
negociado/Definitions	PCP / N<+v-pcp	0	0	2	0	0	0	0	0	0	0	0	0	0	0
direto/BDD	ADJ / H+adj	25	0	0	0	0	0	0	0	0	0	0	0	0	0
vem/Use case	V / AUX+v-fin	0	0	1	0	0	0	0	0	0	0	0	0	0	0
cadastre/Use case	? / ?	0	0	0	1	0	0	0	0	0	0	0	0	0	0
verificado/BDD	PCP / MV+v-pcp	0	13	0	0	0	0	0	0	0	0	0	0	0	0
importante/Use case	ADJ / H+adj	0	0	4	5	0	0	0	0	0	0	0	0	0	0
público-alvo/Use case	? / ?	0	0	0	0	5	0	0	0	0	0	0	0	0	0
dois/Use case	NUM / H+num	0	0	0	0	2	5	1	1	0	0	0	0	0	0
agendamento/BDD	? / ?	0	0	0	0	0	0	0	0	0	0	0	13	0	0
deverá/BDD	? / ?	0	0	0	0	0	0	0	0	0	0	0	0	2	0
prioridade/?	N / ACC+n	0	0	2	0	0	0	0	0	0	0	0	0	0	0
aplicativo/Use case	N / ?	0	0	0	6	0	0	0	0	1	0	0	0	0	0
posteriormente/Definitions	ADV / ADVL+adv	0	0	0	0	0	0	0	0	2	0	0	0	0	0
implementado/Definitions	PCP / MV+v-pcp	0	1	0	0	0	0	0	0	0	3	4	1	0	0
avaliar/BDD	V|+ / P+v-inf	0	0	0	0	0	0	0	0	0	8	0	0	0	0
podem/Use case	VAUX / AUX+v-fin	0	0	1	0	0	0	0	0	1	0	0	0	2	0
desenvolvimento/?	N / H+n	0	0	0	0	0	0	0	0	0	0	0	2	0	0
baixo/Use case	ADV / >N+adj	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2/BDD	NUM / N<+num	0	4	0	0	4	2	0	0	0	0	2	0	1	0
capaz/BDD	ADJ / H+adj	0	0	0	0	0	0	0	0	0	0	0	0	14	0
maior/Definitions	ADJ / >N+adj	0	0	0	2	0	0	0	0	0	0	0	0	0	0
sificiente/Definitions	? / ?	0	0	0	0	0	0	0	0	0	0	0	0	0	3
testar/BDD	V / P+v-inf	0	2	0	0	0	0	0	0	0	0	0	0	0	0
item/Use case	N / H+n	0	0	0	0	0	0	0	0	0	0	3	0	3	0
concepção/Definitions	? / ?	0	2	0	0	0	0	0	0	0	0	0	0	0	0
após/Use case	? / ?	0	0	1	0	0	0	0	0	0	0	0	0	0	0
resultantes/BDD	ADJ / H+adj	0	0	0	0	0	0	0	0	1	0	0	0	0	0
grandetes/Use case	? / ?	0	0	0	0	0	0	0	0	0	0	0	0	0	1
independe/BDD	V / P+v-fin	0	0	0	0	0	0	0	0	0	0	0	0	1	0
separadamente/BDD	ADV / ADVL+adv	0	0	0	0	0	0	0	0	0	0	0	0	2	0
maior/BDD	ADJ / >N+adj	0	0	5	1	0	0	0	0	0	0	0	1	0	0
identificadas/Use case	PCP / MV+v-pcp	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ingrediente/Use case	N / ?	0	1	0	0	0	0	0	1	0	0	0	0	0	0
virtual/BDD	ADJ / N<+adj	0	0	0	1	0	0	0	0	0	0	0	0	1	0
uc/Use case	? / ?	10	5	10	5	0	5	5	5	5	5	5	0	5	5
possuindo/Use case	V / ?	0	0	0	0	0	0	0	0	0	0	0	0	0	1
claramente/BDD	ADV / ADVL+adv	23	3	0	0	0	0	0	0	0	0	0	0	0	0
certo/BDD	ADJ / >N+pron-det	0	0	0	0	1	0	0	0	0	0	0	0	0	0
prontos/Definitions	ADJ / ?	0	0	0	0	0	0	0	0	0	0	2	0	0	0
varia/Definitions	V / P+v-fin	0	0	0	0	0	0	0	1	0	0	0	0	0	0
utilizando/Use case	V / P+v-ger	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ajustado/BDD	PCP / ?	0	0	0	0	0	0	0	0	5	0	0	0	0	0
essência/Use case	? / ?	0	0	0	0	0	0	0	0	3	0	0	0	0	0
cadastrados/Use case	PCP / P+v-pcp	0	0	0	0	0	0	0	0	0	0	0	0	3	0
possíveis/Definitions	? / ?	0	0	0	0	0	0	0	2	0	0	0	0	0	0
nível/BDD	? / ?	0	5	0	0	0	0	0	20	0	0	0	0	0	0
demais/Definitions	PROADJ / A<+adv	0	0	2	0	0	2	2	0	0	0	4	0	0	0
agendar/Definitions	V / P+v-inf	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ranquiar/Definitions	? / ?	0	0	0	0	0	0	0	0	0	0	0	2	0	0
====================================================================================================

== Não Ambíguo
necessidade	30	Cenário é ambíguo, pois na descrição não está especificado de maneira clara como o seria possível saber se  necessidade do cliente é atendida. || Cenário é ambíguo, pois na descrição não está especificado de maneira clara como o seria possível saber se  necessidade do cliente é atendida. || Cenário é não ambíguo, pois na descrição está especificado de que maneira seria possível saber se  necessidade do cliente é atendida. || Cenário é ambíguo, pois na descrição não está especificado de forma clara como seria possível saber se  necessidade do cliente é atendida. || Cenário é não ambíguo, pois na descrição está especificado de que forma seria possível saber se  necessidade do cliente é atendida. || Cenário é  ambíguo, pois na descrição não está especificado de que forma seria possível saber se  necessidade do cliente é atendida. || Cenário é  ambíguo, pois na descrição não está especificado de que forma seria possível saber se  necessidade do cliente é atendida. || Cenário é não ambíguo, pois na descrição está claramente especificado de que forma seria possível saber se  necessidade do cliente é atendida. || Cenário é não ambíguo, pois na descrição está claramente especificado de que forma seria possível saber se  necessidade do cliente é atendida. || Cenário é não ambíguo, pois na descrição está claramente especificado de que forma seria possível saber se  necessidade do cliente é atendida. || É não ambíguo porque é possível ver claramente no requisito se a solução satisfaz ou não a  necessidade associada a ele. || É não ambíguo porque é possível ver claramente no requisito se a solução satisfaz ou não a  necessidade associada a ele. || É não ambíguo porque é possível ver claramente no requisito se a solução satisfaz ou não a  necessidade associada a ele. || É não ambíguo porque é possível ver claramente no requisito se a solução satisfaz ou não a  necessidade associada a ele. || É não ambíguo porque é possível ver claramente no requisito se a solução satisfaz ou não a  necessidade associada a ele. || É não ambíguo porque é possível ver claramente no requisito se a solução satisfaz ou não a  necessidade associada a ele. || É não ambíguo porque é possível ver claramente no requisito se a solução satisfaz ou não a  necessidade associada a ele. || É não ambíguo porque é possível ver claramente no requisito se a solução satisfaz ou não a  necessidade associada a ele. || É não ambíguo porque é possível ver claramente no requisito se a solução satisfaz ou não a  necessidade associada a ele. || É não ambíguo porque é possível ver claramente no requisito se a solução satisfaz ou não a  necessidade associada a ele. || É não ambíguo porque é possível ver claramente no requisito se a solução satisfaz ou não a  necessidade associada a ele. || É não ambíguo porque é possível ver claramente no requisito se a solução satisfaz ou não a  necessidade associada a ele. || Este user story parece ser não ambíguo, por estar bem claro e também satisfazendo a necessidade associada ao contexto. || Este user story parece ser não ambíguo, por estar bem claro e também satisfazendo a necessidade associada ao contexto. || Este user story parece ser não ambíguo, por estar bem claro e também satisfazendo a necessidade associada ao contexto. || Este user story parece ser não ambíguo, por estar bem claro e também satisfazendo a necessidade associada ao contexto. || Este user story parece ser não ambíguo, por estar bem claro e também satisfazendo a necessidade associada ao contexto. || Este user story parece ser não ambíguo, por estar bem claro e também satisfazendo a necessidade associada ao contexto. || Este user story parece ser não ambíguo, por estar bem claro e também satisfazendo a necessidade associada ao contexto. || Este user story parece ser não ambíguo, por estar bem claro e também satisfazendo a necessidade associada ao contexto.
texto	25	Sim, a estória apresenta um texto claro e direto. || Sim, a estória apresenta um texto claro e direto. || Sim, a estória apresenta um texto claro e direto. || Sim, a estória apresenta um texto claro e direto. || Sim, a estória apresenta um texto claro e direto. || Sim, a estória apresenta um texto claro e direto. || Sim, a estória apresenta um texto claro e direto. || Sim, a estória apresenta um texto claro e direto. || Sim, a estória apresenta um texto claro e direto. || Sim, a estória apresenta um texto claro e direto. || Sim, a estória apresenta um texto claro e direto. || Sim, a estória apresenta um texto claro e direto. || Sim, a estória apresenta um texto claro e direto. || Sim, a estória apresenta um texto claro e direto. || Sim, a estória apresenta um texto claro e direto. || Sim, a estória apresenta um texto claro e direto. || Sim, a estória apresenta um texto claro e direto. || Sim, a estória apresenta um texto claro e direto. || Sim, a estória apresenta um texto claro e direto. || Sim, a estória apresenta um texto claro e direto. || Sim, a estória apresenta um texto claro e direto. || Sim, a estória apresenta um texto claro e direto. || Sim, a estória apresenta um texto claro e direto. || Sim, a estória apresenta um texto claro e direto. || Sim, a estória apresenta um texto claro e direto.
requisito	17	É não ambíguo porque é possível ver claramente no requisito se a solução satisfaz ou não a  necessidade associada a ele. || É não ambíguo porque é possível ver claramente no requisito se a solução satisfaz ou não a  necessidade associada a ele. || É não ambíguo porque é possível ver claramente no requisito se a solução satisfaz ou não a  necessidade associada a ele. || É não ambíguo porque é possível ver claramente no requisito se a solução satisfaz ou não a  necessidade associada a ele. || É não ambíguo porque é possível ver claramente no requisito se a solução satisfaz ou não a  necessidade associada a ele. || É não ambíguo porque é possível ver claramente no requisito se a solução satisfaz ou não a  necessidade associada a ele. || É não ambíguo porque é possível ver claramente no requisito se a solução satisfaz ou não a  necessidade associada a ele. || É não ambíguo porque é possível ver claramente no requisito se a solução satisfaz ou não a  necessidade associada a ele. || É não ambíguo porque é possível ver claramente no requisito se a solução satisfaz ou não a  necessidade associada a ele. || É não ambíguo porque é possível ver claramente no requisito se a solução satisfaz ou não a  necessidade associada a ele. || É não ambíguo porque é possível ver claramente no requisito se a solução satisfaz ou não a  necessidade associada a ele. || É não ambíguo porque é possível ver claramente no requisito se a solução satisfaz ou não a  necessidade associada a ele. || Claramente definido afim de que seja facilmente definido se a solução atende ao requisito ou não. || Claramente definido afim de que seja facilmente definido se a solução atende ao requisito ou não. || Claramente definido afim de que seja facilmente definido se a solução atende ao requisito ou não. || Claramente definido afim de que seja facilmente definido se a solução atende ao requisito ou não. || Claramente definido afim de que seja facilmente definido se a solução atende ao requisito ou não.
cliente	10	Cenário é ambíguo, pois na descrição não está especificado de maneira clara como o seria possível saber se  necessidade do cliente é atendida. || Cenário é ambíguo, pois na descrição não está especificado de maneira clara como o seria possível saber se  necessidade do cliente é atendida. || Cenário é não ambíguo, pois na descrição está especificado de que maneira seria possível saber se  necessidade do cliente é atendida. || Cenário é ambíguo, pois na descrição não está especificado de forma clara como seria possível saber se  necessidade do cliente é atendida. || Cenário é não ambíguo, pois na descrição está especificado de que forma seria possível saber se  necessidade do cliente é atendida. || Cenário é  ambíguo, pois na descrição não está especificado de que forma seria possível saber se  necessidade do cliente é atendida. || Cenário é  ambíguo, pois na descrição não está especificado de que forma seria possível saber se  necessidade do cliente é atendida. || Cenário é não ambíguo, pois na descrição está claramente especificado de que forma seria possível saber se  necessidade do cliente é atendida. || Cenário é não ambíguo, pois na descrição está claramente especificado de que forma seria possível saber se  necessidade do cliente é atendida. || Cenário é não ambíguo, pois na descrição está claramente especificado de que forma seria possível saber se  necessidade do cliente é atendida.
margem	9	É não ambíguo pois não deixa margem para diferentes interpretações. || É ambíguo pois deixa margem para diferentes interpretações; a medida que no campo "Quando", deveria estar escrito algo como "quando eu digitar mais de um ingrediente não desejado". || É ambíguo pois a maneira que está escrito o campo "Então" deixa margem para diferentes interpretações. || É não ambíguo pois não edixa margem para diferentes interpretações. || É um pouco ambíguo pois une dois cenários em um só, deixando margem para diferentes interpretações. || É não ambíguo pois não deixa margem para diferentes interpretações. || É um pouco ambíguo pois deixa margem para diferentes interpretações e negociações de como será implementado. || É  ambíguo pois deixa margem para diferentes interpretações, a medida que fala em fazer buscas e salvá-las ao mesmo tempo. || É um tanto ambíguo pois a medida que fala de cadastro de ingredientes e pratos, também fala da implementação de um aviso ara lembrar o usuário de informar se algum dos ingredientes possui um alergênico, deixando margem para diferentes interpretações.
contexto	8	Este user story parece ser não ambíguo, por estar bem claro e também satisfazendo a necessidade associada ao contexto. || Este user story parece ser não ambíguo, por estar bem claro e também satisfazendo a necessidade associada ao contexto. || Este user story parece ser não ambíguo, por estar bem claro e também satisfazendo a necessidade associada ao contexto. || Este user story parece ser não ambíguo, por estar bem claro e também satisfazendo a necessidade associada ao contexto. || Este user story parece ser não ambíguo, por estar bem claro e também satisfazendo a necessidade associada ao contexto. || Este user story parece ser não ambíguo, por estar bem claro e também satisfazendo a necessidade associada ao contexto. || Este user story parece ser não ambíguo, por estar bem claro e também satisfazendo a necessidade associada ao contexto. || Este user story parece ser não ambíguo, por estar bem claro e também satisfazendo a necessidade associada ao contexto.
forma	7	Cenário é ambíguo, pois na descrição não está especificado de forma clara como seria possível saber se  necessidade do cliente é atendida. || Cenário é não ambíguo, pois na descrição está especificado de que forma seria possível saber se  necessidade do cliente é atendida. || Cenário é  ambíguo, pois na descrição não está especificado de que forma seria possível saber se  necessidade do cliente é atendida. || Cenário é  ambíguo, pois na descrição não está especificado de que forma seria possível saber se  necessidade do cliente é atendida. || Cenário é não ambíguo, pois na descrição está claramente especificado de que forma seria possível saber se  necessidade do cliente é atendida. || Cenário é não ambíguo, pois na descrição está claramente especificado de que forma seria possível saber se  necessidade do cliente é atendida. || Cenário é não ambíguo, pois na descrição está claramente especificado de que forma seria possível saber se  necessidade do cliente é atendida.
necessidades	7	O cenário é claro em sua definição de necessidades e soluções || O cenário é claro em sua definição de necessidades e soluções || O cenário é claro em sua definição de necessidades e soluções || O cenário é claro em sua definição de necessidades e soluções || Na descrição do cenário, é claramente especificado se a solução atende às necessidades. || Cenário é não ambíguo, pois na descrição é claramente especificado se a solução atende às necessidades. || Cenário é não ambíguo, pois na descrição é claramente especificado se a solução atende às necessidades.
processo	5	A US não é ambígua pois o processo descrito nele não está englobada por nenhuma outra US || A US não é ambígua pois o processo descrito nele não está englobada por nenhuma outra US || A US não é ambígua pois o processo descrito nele não está englobada por nenhuma outra US || A US não é ambígua pois o processo descrito nele não está englobada por nenhuma outra US || A US não é ambígua pois o processo descrito nele não está englobada por nenhuma outra US
maneira	4	É ambíguo pois a maneira que está escrito o campo "Então" deixa margem para diferentes interpretações. || Cenário é ambíguo, pois na descrição não está especificado de maneira clara como o seria possível saber se  necessidade do cliente é atendida. || Cenário é ambíguo, pois na descrição não está especificado de maneira clara como o seria possível saber se  necessidade do cliente é atendida. || Cenário é não ambíguo, pois na descrição está especificado de que maneira seria possível saber se  necessidade do cliente é atendida.
resultado	3	O resultado final é claro || O resultado do cenário é claro || O resultado do cenário não é muito claro, pois não indica o que foi salvo
medida	3	É ambíguo pois deixa margem para diferentes interpretações; a medida que no campo "Quando", deveria estar escrito algo como "quando eu digitar mais de um ingrediente não desejado". || É  ambíguo pois deixa margem para diferentes interpretações, a medida que fala em fazer buscas e salvá-las ao mesmo tempo. || É um tanto ambíguo pois a medida que fala de cadastro de ingredientes e pratos, também fala da implementação de um aviso ara lembrar o usuário de informar se algum dos ingredientes possui um alergênico, deixando margem para diferentes interpretações.
entendimento	3	Cenário parece ser de fácil entendimento, não causando dúvidas. || Cenário parece ser de fácil entendimento, não causando dúvidas. || Cenário parece ser de fácil entendimento, não causando dúvidas.
tempo	2	É  ambíguo pois deixa margem para diferentes interpretações, a medida que fala em fazer buscas e salvá-las ao mesmo tempo. || Cenário parece ser ambíguo dado que não especifica como é feita a pesquisa gerando dúvidas em como as buscas devem ser realizadas caso o usuário deseje buscar pois mais de uma variável ao mesmo tempo.
campo	2	É ambíguo pois deixa margem para diferentes interpretações; a medida que no campo "Quando", deveria estar escrito algo como "quando eu digitar mais de um ingrediente não desejado". || É ambíguo pois a maneira que está escrito o campo "Então" deixa margem para diferentes interpretações.
ingredientes	2	É um tanto ambíguo pois a medida que fala de cadastro de ingredientes e pratos, também fala da implementação de um aviso ara lembrar o usuário de informar se algum dos ingredientes possui um alergênico, deixando margem para diferentes interpretações. || É um tanto ambíguo pois a medida que fala de cadastro de ingredientes e pratos, também fala da implementação de um aviso ara lembrar o usuário de informar se algum dos ingredientes possui um alergênico, deixando margem para diferentes interpretações.
buscas	2	É  ambíguo pois deixa margem para diferentes interpretações, a medida que fala em fazer buscas e salvá-las ao mesmo tempo. || Cenário parece ser ambíguo dado que não especifica como é feita a pesquisa gerando dúvidas em como as buscas devem ser realizadas caso o usuário deseje buscar pois mais de uma variável ao mesmo tempo.
ingrediente	1	É ambíguo pois deixa margem para diferentes interpretações; a medida que no campo "Quando", deveria estar escrito algo como "quando eu digitar mais de um ingrediente não desejado".
pesquisa	1	Cenário parece ser ambíguo dado que não especifica como é feita a pesquisa gerando dúvidas em como as buscas devem ser realizadas caso o usuário deseje buscar pois mais de uma variável ao mesmo tempo.
une	1	É um pouco ambíguo pois une dois cenários em um só, deixando margem para diferentes interpretações.
dois	1	É um pouco ambíguo pois une dois cenários em um só, deixando margem para diferentes interpretações.
cadastro	1	É um tanto ambíguo pois a medida que fala de cadastro de ingredientes e pratos, também fala da implementação de um aviso ara lembrar o usuário de informar se algum dos ingredientes possui um alergênico, deixando margem para diferentes interpretações.
pratos	1	É um tanto ambíguo pois a medida que fala de cadastro de ingredientes e pratos, também fala da implementação de um aviso ara lembrar o usuário de informar se algum dos ingredientes possui um alergênico, deixando margem para diferentes interpretações.
final	1	O resultado final é claro
aviso	1	É um tanto ambíguo pois a medida que fala de cadastro de ingredientes e pratos, também fala da implementação de um aviso ara lembrar o usuário de informar se algum dos ingredientes possui um alergênico, deixando margem para diferentes interpretações.

== Testável
requisito	26	É testável pois é possível verificar se o requisito foi atendido. || É testável pois é possível verificar se o requisito foi atendido. || É testável pois é possível verificar se o requisito foi atendido. || É testável pois é possível verificar se o requisito foi atendido. || É testável pois é possível verificar se o requisito foi atendido. || É testável pois é possível verificar se o requisito foi atendido. || É testável pois é possível verificar se o requisito foi atendido. || É testável pois é possível verificar se o requisito foi atendido. || É testável pois é possível verificar se o requisito foi atendido. || É testável porque é possível validar se o requisito foi atendido. || É testável porque é possível validar se o requisito foi atendido. || É testável porque é possível validar se o requisito foi atendido. || É testável porque é possível validar se o requisito foi atendido. || É testável porque é possível validar se o requisito foi atendido. || É testável porque é possível validar se o requisito foi atendido. || É testável porque é possível validar se o requisito foi atendido. || É testável porque é possível validar se o requisito foi atendido. || É testável porque é possível validar se o requisito foi atendido. || É testável porque é possível validar se o requisito foi atendido. || É testável porque é possível validar se o requisito foi atendido. || É testável porque é possível validar se o requisito foi atendido. || É possível verificar se o requisito foi desenvolvido corretamente e completamente. || É possível verificar se o requisito foi desenvolvido corretamente e completamente. || É possível verificar se o requisito foi desenvolvido corretamente e completamente. || É possível verificar se o requisito foi desenvolvido corretamente e completamente. || É possível verificar se o requisito foi desenvolvido corretamente e completamente.
funcionalidade	25	Sim, pois a funcionalidade a ser desenvolvida é clara. || Sim, pois a funcionalidade a ser desenvolvida é clara. || Sim, pois a funcionalidade a ser desenvolvida é clara. || Sim, pois a funcionalidade a ser desenvolvida é clara. || Sim, pois a funcionalidade a ser desenvolvida é clara. || Sim, pois a funcionalidade a ser desenvolvida é clara. || Sim, pois a funcionalidade a ser desenvolvida é clara. || Sim, pois a funcionalidade a ser desenvolvida é clara. || Sim, pois a funcionalidade a ser desenvolvida é clara. || Sim, pois a funcionalidade a ser desenvolvida é clara. || Sim, pois a funcionalidade a ser desenvolvida é clara. || Sim, pois a funcionalidade a ser desenvolvida é clara. || Sim, pois a funcionalidade a ser desenvolvida é clara. || Sim, pois a funcionalidade a ser desenvolvida é clara. || Sim, pois a funcionalidade a ser desenvolvida é clara. || Sim, pois a funcionalidade a ser desenvolvida é clara. || Sim, pois a funcionalidade a ser desenvolvida é clara. || Sim, pois a funcionalidade a ser desenvolvida é clara. || Sim, pois a funcionalidade a ser desenvolvida é clara. || Sim, pois a funcionalidade a ser desenvolvida é clara. || Sim, pois a funcionalidade a ser desenvolvida é clara. || Sim, pois a funcionalidade a ser desenvolvida é clara. || Sim, pois a funcionalidade a ser desenvolvida é clara. || Sim, pois a funcionalidade a ser desenvolvida é clara. || Sim, pois a funcionalidade a ser desenvolvida é clara.
requisitos	10	É possível verificar através das possíveis situações descritas dentro do cenário se a soluçao atende aos requisitos ou não. || Cenário parece ser testável porque é possível verificar se a soluçao atende aos requisitos ou não através das situações descritas e seus resultados esperados. || Cenário parece ser testável porque é possível verificar se a soluçao atende aos requisitos ou não através das situações descritas e seus resultados esperados. || Cenário parece ser parcialmente testável, pois é possível verificar se a solução atende parcialmente aos requisitos através da situação descrita no Cenário 1 e seu resultado esperado. Acredito que o Cenário 2 não seja testável. || Cenário parece ser parcialmente testável, pois é possível verificar se a solução atende parcialmente aos requisitos através da situação descrita no Cenário 1 e seu resultado esperado. Acredito que o Cenário 2 não seja testável. || Cenário parece ser testável, pois é possível verificar se a solução atende aos requisitos através da situação descrita no Cenário 1 e seu resultado esperado. || Cenário possuí bom nível de abstração e parece atender os requisitos. || Cenário possuí bom nível de abstração e parece atender os requisitos. || Cenário possuí bom nível de abstração e parece atender os requisitos. || Cenário possuí bom nível de abstração mas não parece atender os requisitos ao não conter todos os devidos detalhes.
objetivo	8	Este user story aparenta ser testável, pois parece ser fácil de ser verificado quanto ao seu objetivo. || Este user story aparenta ser testável, pois parece ser fácil de ser verificado quanto ao seu objetivo. || Este user story aparenta ser testável, pois parece ser fácil de ser verificado quanto ao seu objetivo. || Este user story aparenta ser testável, pois parece ser fácil de ser verificado quanto ao seu objetivo. || Este user story aparenta ser testável, pois parece ser fácil de ser verificado quanto ao seu objetivo. || Este user story aparenta ser testável, pois parece ser fácil de ser verificado quanto ao seu objetivo. || Este user story aparenta ser testável, pois parece ser fácil de ser verificado quanto ao seu objetivo. || Este user story aparenta ser testável, pois parece ser fácil de ser verificado quanto ao seu objetivo.
requerimento	7	Cenário não parece ser testável, pois devido à falta de clareza na descrição, não é possível verifricar se o requerimento é atendido ou não. || Cenário parece ser testável, pois é possível verifricar se o requerimento é atendido ou não. || Cenário não é testável, pois não é possível verifricar se o requerimento é atendido ou não. || Cenário não é testável, pois não é possível verifricar se o requerimento é atendido ou não. || Cenário é testável, pois é claramente possível verifricar se o requerimento é atendido ou não por meio das situações descritas nos Cenários 1 e 2 e seus resultados esperados. || Cenário é testável, pois é claramente possível verifricar se o requerimento é atendido ou não por meio das situações descritas nos Cenários 1 e 2 e seus resultados esperados. || Cenário é testável, pois é claramente possível verifricar se o requerimento é atendido ou não por meio da situação descrita no Cenário 1 e seu resultado esperado.
